2009	Zs	both
200A	Zs	both
200B	Cf	both
200C	Cf	both
200D	Cf	both
200E	Cf	both
200F	Cf	both
2011	Pd	heuristic
2028	Zl	both
2029	Zp	both
202A	Cf	both
202B	Cf	both
202C	Cf	both
202D	Cf	both
202E	Cf	both
202F	Zs	both
205F	Zs	both
2060	Cf	both
2061	Cf	both
2062	Cf	both
2063	Cf	both
2064	Cf	both
2066	Cf	both
2067	Cf	both
2068	Cf	both
2069	Cf	both
206A	Cf	both
206B	Cf	both
206C	Cf	both
206D	Cf	both
206E	Cf	both
206F	Cf	both
20D0	Mn	unicode
20D1	Mn	unicode
20D2	Mn	unicode
20D3	Mn	unicode
20D4	Mn	unicode
20D5	Mn	unicode
20D6	Mn	unicode
20D7	Mn	unicode
20D8	Mn	unicode
20D9	Mn	unicode
20DA	Mn	unicode
20DB	Mn	unicode
20DC	Mn	unicode
20E1	Mn	unicode
20E5	Mn	unicode
20E6	Mn	unicode
20E7	Mn	unicode
20E8	Mn	unicode
20E9	Mn	unicode
20EA	Mn	unicode
20EB	Mn	unicode
20EC	Mn	unicode
20ED	Mn	unicode
20EE	Mn	unicode
20EF	Mn	unicode
20F0	Mn	unicode
2CEF	Mn	unicode
2CF0	Mn	unicode
2CF1	Mn	unicode
2D7F	Mn	unicode
2DE0	Mn	unicode
2DE1	Mn	unicode
2DE2	Mn	unicode
2DE3	Mn	unicode
2DE4	Mn	unicode
2DE5	Mn	unicode
2DE6	Mn	unicode
2DE7	Mn	unicode
2DE8	Mn	unicode
2DE9	Mn	unicode
2DEA	Mn	unicode
2DEB	Mn	unicode
2DEC	Mn	unicode
2DED	Mn	unicode
2DEE	Mn	unicode
2DEF	Mn	unicode
2DF0	Mn	unicode
2DF1	Mn	unicode
2DF2	Mn	unicode
2DF3	Mn	unicode
2DF4	Mn	unicode
2DF5	Mn	unicode
2DF6	Mn	unicode
2DF7	Mn	unicode
2DF8	Mn	unicode
2DF9	Mn	unicode
2DFA	Mn	unicode
2DFB	Mn	unicode
2DFC	Mn	unicode
2DFD	Mn	unicode
2DFE	Mn	unicode
2DFF	Mn	unicode
3000	Zs	both
302A	Mn	unicode
302B	Mn	unicode
302C	Mn	unicode
302D	Mn	unicode
3099	Mn	unicode
309A	Mn	unicode
3164	Lo	heuristic
A66F	Mn	unicode
A674	Mn	unicode
A675	Mn	unicode
A676	Mn	unicode
A677	Mn	unicode
A678	Mn	unicode
A679	Mn	unicode
A67A	Mn	unicode
A67B	Mn	unicode
A67C	Mn	unicode
A67D	Mn	unicode
A69E	Mn	unicode
A69F	Mn	unicode
A6F0	Mn	unicode
A6F1	Mn	unicode
A802	Mn	unicode
A806	Mn	unicode
A80B	Mn	unicode
A825	Mn	unicode
A826	Mn	unicode
A82C	Mn	unicode
A8C4	Mn	unicode
A8C5	Mn	unicode
A8E0	Mn	unicode
A8E1	Mn	unicode
A8E2	Mn	unicode
A8E3	Mn	unicode
A8E4	Mn	unicode
A8E5	Mn	unicode
A8E6	Mn	unicode
A8E7	Mn	unicode
A8E8	Mn	unicode
A8E9	Mn	unicode
A8EA	Mn	unicode
A8EB	Mn	unicode
A8EC	Mn	unicode
A8ED	Mn	unicode
A8EE	Mn	unicode
A8EF	Mn	unicode
A8F0	Mn	unicode
A8F1	Mn	unicode
A8FF	Mn	unicode
A926	Mn	unicode
A927	Mn	unicode
A928	Mn	unicode
A929	Mn	unicode
A92A	Mn	unicode
A92B	Mn	unicode
A92C	Mn	unicode
A92D	Mn	unicode
A947	Mn	unicode
A948	Mn	unicode
A949	Mn	unicode
A94A	Mn	unicode
A94B	Mn	unicode
A94C	Mn	unicode
A94D	Mn	unicode
A94E	Mn	unicode
A94F	Mn	unicode
A950	Mn	unicode
A951	Mn	unicode
A980	Mn	unicode
A981	Mn	unicode
A982	Mn	unicode
A9B3	Mn	unicode
A9B6	Mn	unicode
A9B7	Mn	unicode
A9B8	Mn	unicode
A9B9	Mn	unicode
A9BC	Mn	unicode
A9BD	Mn	unicode
A9E5	Mn	unicode
AA29	Mn	unicode
AA2A	Mn	unicode
AA2B	Mn	unicode
AA2C	Mn	unicode
AA2D	Mn	unicode
AA2E	Mn	unicode
AA31	Mn	unicode
AA32	Mn	unicode
AA35	Mn	unicode
AA36	Mn	unicode
AA43	Mn	unicode
AA4C	Mn	unicode
AA7C	Mn	unicode
AAB0	Mn	unicode
AAB2	Mn	unicode
AAB3	Mn	unicode
AAB4	Mn	unicode
AAB7	Mn	unicode
AAB8	Mn	unicode
AABE	Mn	unicode
AABF	Mn	unicode
AAC1	Mn	unicode
